distance,consume,speed,temp_inside,temp_outside,temp_diff,AC,rain,sun,snow,gas_type,litter_per_km,time_spent
16.0,3.9,42,22.0,8,-14.0,0,0,0,0,SP98,0.24375,0.38095238095238093
15.4,4.6,43,22.0,16,-6.0,0,0,0,0,SP98,0.2987012987012987,0.3581395348837209
16.0,3.8,40,22.0,8,-14.0,0,0,0,0,SP98,0.2375,0.4
32.1,4.5,50,22.0,16,-6.0,0,0,0,0,SP98,0.14018691588785046,0.642
25.9,4.4,40,22.0,14,-8.0,0,0,0,0,SP98,0.1698841698841699,0.6475
48.6,4.3,44,22.0,12,-10.0,0,0,0,0,SP98,0.08847736625514403,1.1045454545454545
37.2,4.0,45,22.0,20,-2.0,0,0,1,0,SP98,0.1075268817204301,0.8266666666666668
28.8,3.9,35,22.0,15,-7.0,0,0,1,0,SP98,0.13541666666666666,0.8228571428571428
6.7,5.0,30,22.0,17,-5.0,0,0,0,0,SP98,0.7462686567164178,0.22333333333333333
7.4,4.1,25,22.0,18,-4.0,0,0,1,0,SP98,0.554054054054054,0.29600000000000004
17.3,4.1,22,22.0,25,3.0,0,0,1,0,SP98,0.23699421965317916,0.7863636363636364
6.6,5.6,43,22.0,16,-6.0,0,0,0,0,SP98,0.8484848484848485,0.15348837209302324
14.3,4.1,26,22.0,20,-2.0,0,0,0,0,SP98,0.28671328671328666,0.55
13.3,4.6,33,22.0,18,-4.0,0,0,0,0,SP98,0.3458646616541353,0.40303030303030307
8.3,4.9,26,22.0,23,1.0,0,0,0,0,SP98,0.5903614457831325,0.31923076923076926
12.7,4.5,39,22.0,27,5.0,0,0,1,0,SP98,0.35433070866141736,0.32564102564102565
16.5,4.1,47,22.0,14,-8.0,0,0,0,0,SP98,0.24848484848484848,0.35106382978723405
20.6,4.1,38,22.0,21,-1.0,0,0,0,0,SP98,0.1990291262135922,0.5421052631578948
16.3,4.5,58,22.0,16,-6.0,0,0,0,0,SP98,0.2760736196319018,0.2810344827586207
18.7,4.2,65,25.0,18,-7.0,1,0,1,0,SP98,0.22459893048128343,0.2876923076923077
36.5,3.9,54,23.0,18,-5.0,0,0,1,0,SP98,0.10684931506849314,0.6759259259259259
19.0,5.0,35,22.0,15,-7.0,1,0,1,0,SP98,0.2631578947368421,0.5428571428571428
16.6,4.4,46,22.0,5,-17.0,1,0,0,0,SP98,0.26506024096385544,0.36086956521739133
29.9,4.5,32,22.0,18,-4.0,1,0,0,0,SP98,0.1505016722408027,0.934375
16.0,3.8,42,22.0,11,-11.0,0,0,0,0,SP98,0.2375,0.38095238095238093
21.1,5.1,33,22.0,10,-12.0,0,1,0,0,SP98,0.24170616113744073,0.6393939393939394
16.0,3.9,40,22.0,10,-12.0,0,0,0,0,SP98,0.24375,0.4
11.9,5.3,34,22.0,13,-9.0,0,0,0,0,SP98,0.4453781512605042,0.35000000000000003
10.1,4.2,35,22.0,16,-6.0,0,0,0,0,SP98,0.4158415841584159,0.28857142857142853
31.9,4.3,33,22.0,16,-6.0,0,0,0,0,SP98,0.13479623824451412,0.9666666666666667
18.7,4.0,60,22.0,13,-9.0,0,0,0,0,SP98,0.21390374331550802,0.31166666666666665
10.8,4.7,48,22.0,17,-5.0,0,0,1,0,SP98,0.4351851851851852,0.225
19.8,4.0,56,22.0,17,-5.0,0,0,1,0,SP98,0.20202020202020202,0.3535714285714286
11.3,4.3,38,22.0,17,-5.0,0,0,0,0,SP98,0.3805309734513274,0.2973684210526316
11.5,5.3,53,22.0,15,-7.0,0,0,0,0,SP98,0.4608695652173913,0.2169811320754717
21.4,5.2,51,22.0,13,-9.0,0,0,0,0,SP98,0.2429906542056075,0.41960784313725485
32.0,4.9,53,22.0,15,-7.0,0,0,0,0,SP98,0.153125,0.6037735849056604
41.9,4.7,53,22.0,14,-8.0,0,0,0,0,SP98,0.11217183770883056,0.790566037735849
211.0,4.6,80,22.0,20,-2.0,0,0,0,0,SP98,0.021800947867298578,2.6375
216.1,5.3,90,22.0,21,-1.0,0,0,1,0,SP98,0.024525682554372975,2.401111111111111
25.5,3.6,27,22.0,27,5.0,0,0,1,0,SP98,0.1411764705882353,0.9444444444444444
16.6,4.2,52,22.0,15,-7.0,0,1,0,0,SP98,0.25301204819277107,0.31923076923076926
25.9,4.1,43,22.0,24,2.0,0,0,0,0,SP98,0.1583011583011583,0.6023255813953488
16.5,4.0,48,22.0,15,-7.0,0,0,0,0,SP98,0.24242424242424243,0.34375
22.1,3.9,29,22.0,26,4.0,0,0,0,0,SP98,0.1764705882352941,0.7620689655172415
16.6,3.7,49,22.0,17,-5.0,0,0,0,0,E10,0.22289156626506024,0.33877551020408164
15.4,4.5,43,22.0,24,2.0,0,0,0,0,E10,0.2922077922077922,0.3581395348837209
16.5,3.9,43,22.0,17,-5.0,0,0,0,0,E10,0.23636363636363636,0.38372093023255816
15.4,5.1,21,22.0,24,2.0,0,0,0,0,E10,0.3311688311688311,0.7333333333333334
18.4,4.2,59,22.0,24,2.0,0,0,0,0,E10,0.2282608695652174,0.311864406779661
39.5,4.2,58,22.0,25,3.0,0,0,0,0,E10,0.10632911392405063,0.6810344827586207
21.5,4.8,47,25.0,27,2.0,1,0,1,0,E10,0.22325581395348837,0.4574468085106383
4.8,4.7,26,25.0,18,-7.0,0,0,0,0,E10,0.9791666666666667,0.1846153846153846
100.9,4.7,87,23.5,22,-1.5,0,0,0,0,E10,0.04658077304261645,1.1597701149425288
129.7,4.6,58,24.0,21,-3.0,0,0,0,0,E10,0.035466461063993836,2.236206896551724
16.6,3.8,43,21.5,16,-5.5,0,0,0,0,E10,0.22891566265060237,0.386046511627907
15.4,4.2,50,21.5,21,-0.5,0,0,0,0,E10,0.2727272727272727,0.308
16.0,3.7,45,22.0,17,-5.0,0,0,0,0,E10,0.23125,0.35555555555555557
16.0,4.2,41,22.0,15,-7.0,0,0,0,0,E10,0.2625,0.3902439024390244
15.4,4.1,45,22.0,24,2.0,0,0,0,0,E10,0.2662337662337662,0.3422222222222222
16.0,4.0,43,22.0,16,-6.0,0,0,0,0,E10,0.25,0.37209302325581395
21.0,3.8,37,22.0,21,-1.0,0,0,0,0,E10,0.18095238095238095,0.5675675675675675
15.4,3.8,47,22.0,24,2.0,0,0,0,0,E10,0.24675324675324672,0.32765957446808514
16.0,3.8,42,22.0,17,-5.0,0,0,0,0,E10,0.2375,0.38095238095238093
16.1,5.1,30,25.0,16,-9.0,1,1,0,0,E10,0.31677018633540366,0.5366666666666667
16.0,4.0,42,22.0,15,-7.0,0,0,0,0,E10,0.25,0.38095238095238093
15.4,4.8,40,22.0,18,-4.0,0,0,0,0,E10,0.3116883116883117,0.385
17.2,3.9,35,22.0,16,-6.0,0,0,0,0,E10,0.22674418604651164,0.4914285714285714
16.6,4.6,50,22.0,25,3.0,0,0,0,0,E10,0.2771084337349397,0.332
18.3,4.3,46,22.0,16,-6.0,0,0,0,0,SP98,0.2349726775956284,0.3978260869565218
16.1,4.8,36,22.0,18,-4.0,0,1,0,0,SP98,0.29813664596273287,0.44722222222222224
16.0,4.1,46,22.0,17,-5.0,0,0,0,0,SP98,0.25625,0.34782608695652173
16.3,4.0,35,22.0,23,1.0,0,0,0,0,SP98,0.24539877300613497,0.46571428571428575
16.0,3.7,44,22.0,16,-6.0,0,0,0,0,SP98,0.23125,0.36363636363636365
18.3,4.3,46,22.0,23,1.0,0,0,0,0,SP98,0.2349726775956284,0.3978260869565218
4.5,5.2,23,22.0,23,1.0,0,0,1,0,SP98,1.1555555555555557,0.1956521739130435
17.0,4.2,48,22.0,16,-6.0,0,0,0,0,SP98,0.24705882352941178,0.3541666666666667
6.1,5.0,35,24.5,18,-6.5,0,0,0,0,SP98,0.819672131147541,0.17428571428571427
6.1,5.0,33,22.0,24,2.0,0,0,1,0,SP98,0.819672131147541,0.18484848484848485
17.3,4.2,36,22.0,22,0.0,0,0,0,0,SP98,0.24277456647398843,0.48055555555555557
6.0,4.8,27,22.0,17,-5.0,0,0,0,0,SP98,0.7999999999999999,0.2222222222222222
16.0,4.1,45,22.0,15,-7.0,0,0,0,0,SP98,0.25625,0.35555555555555557
15.4,4.9,55,22.0,18,-4.0,0,0,0,0,SP98,0.3181818181818182,0.28
15.4,4.3,39,22.0,23,1.0,0,0,0,0,SP98,0.2792207792207792,0.39487179487179486
16.0,3.9,35,22.0,18,-4.0,0,0,0,0,SP98,0.24375,0.45714285714285713
15.4,4.5,52,22.0,26,4.0,0,0,0,0,SP98,0.2922077922077922,0.29615384615384616
16.6,4.1,48,25.5,30,4.5,1,0,1,0,SP98,0.24698795180722888,0.3458333333333334
15.4,5.0,48,25.5,31,5.5,1,0,0,0,SP98,0.3246753246753247,0.32083333333333336
16.0,4.0,43,22.0,21,-1.0,1,0,0,0,SP98,0.25,0.37209302325581395
15.4,4.5,42,22.0,30,8.0,0,0,0,0,SP98,0.2922077922077922,0.3666666666666667
16.0,3.6,43,22.0,19,-3.0,0,0,0,0,SP98,0.225,0.37209302325581395
20.9,4.1,33,22.0,21,-1.0,0,0,0,0,SP98,0.19617224880382775,0.6333333333333333
32.1,3.9,47,22.0,26,4.0,0,0,0,0,SP98,0.12149532710280372,0.6829787234042554
15.3,6.6,16,24.0,27,3.0,1,0,0,0,SP98,0.4313725490196078,0.95625
28.5,4.0,44,25.0,23,-2.0,1,0,0,0,SP98,0.14035087719298245,0.6477272727272727
11.9,3.7,33,25.0,19,-6.0,0,0,0,0,SP98,0.31092436974789917,0.3606060606060606
14.5,4.3,36,25.0,22,-3.0,0,0,0,0,SP98,0.296551724137931,0.4027777777777778
16.6,4.1,49,22.0,26,4.0,0,0,1,0,SP98,0.24698795180722888,0.33877551020408164
16.2,4.4,39,24.5,17,-7.5,1,0,0,0,SP98,0.271604938271605,0.41538461538461535
16.7,3.8,44,24.5,23,-1.5,0,0,1,0,SP98,0.2275449101796407,0.3795454545454545
8.3,5.0,52,24.5,27,2.5,0,0,0,0,SP98,0.6024096385542168,0.15961538461538463
5.5,3.7,33,24.5,28,3.5,0,0,1,0,SP98,0.6727272727272727,0.16666666666666666
13.6,3.7,33,24.5,28,3.5,0,0,1,0,SP98,0.2720588235294118,0.4121212121212121
16.0,3.7,39,24.5,18,-6.5,0,0,0,0,SP98,0.23125,0.41025641025641024
16.1,4.3,38,25.0,31,6.0,1,0,0,0,SP98,0.26708074534161486,0.42368421052631583
16.0,3.8,45,25.0,19,-6.0,0,0,0,0,SP98,0.2375,0.35555555555555557
15.4,4.6,42,25.0,31,6.0,1,0,0,0,SP98,0.2987012987012987,0.3666666666666667
14.7,5.0,25,25.0,30,5.0,1,0,0,0,SP98,0.3401360544217687,0.588
